"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,        1022,      -13.86384177,      -11.65243488,      -11.42192206,      -11.55994762,      -8.429389075
          0,           0,        1023,      -13.92474063,       -11.5435113,      -11.78702865,      -11.68434365,      -8.473653146
          0,           0,        1024,      -13.88545398,      -11.57052652,       -11.7483913,      -11.71677476,      -8.447606353
          0,           0,        1025,      -13.84836739,      -11.55517496,      -11.43306556,      -11.61763349,       -8.40664985
          0,           0,        1026,      -13.71479376,      -11.39514364,      -11.40904543,      -11.50488149,      -8.259027183
          0,           0,        1027,      -13.84041887,      -11.55213399,      -11.52978006,      -11.56365606,      -8.396848713
          0,           0,        1028,      -13.73021133,      -11.42982877,      -11.36952063,      -11.60499123,      -8.301285644
          0,           0,        1029,      -13.95091558,      -11.66883324,      -11.53234541,      -11.62917761,      -8.531883453
          0,           0,        1030,      -13.82895531,      -11.47869169,      -11.60725606,      -11.60809138,      -8.398560901
          0,           0,        1031,      -13.80140017,      -11.60626866,      -11.42445283,       -11.5625997,      -8.350008578
          0,           0,        1032,       -13.8914287,      -11.56577482,      -11.45856572,      -11.68062435,      -8.444430248
          0,           0,        1033,      -13.85941123,      -11.55679239,      -11.52210628,      -11.67561135,       -8.40745651
          0,           0,        1034,      -13.74797876,      -11.61725368,      -11.18191973,      -11.44126905,      -8.294434884
          0,           0,        1035,       -13.6062996,      -11.42790526,      -11.33957735,      -11.47673033,      -8.146489093
          0,           0,        1036,      -13.81252809,      -11.60988323,      -11.25709209,       -11.4813917,      -8.370785615
          0,           0,        1037,      -13.84104358,      -11.51992837,      -11.54777643,      -11.64060843,      -8.397184129
          0,           0,        1038,      -13.69883178,      -11.34811548,      -11.30847296,      -11.63579813,      -8.263432321
          0,           0,        1039,      -13.83310931,      -11.45782914,      -11.48242617,      -11.74576973,      -8.385779014
          0,           0,        1040,      -13.83986179,      -11.56496707,      -11.52667901,      -11.63080981,      -8.390655029
          0,           0,        1041,      -13.98523123,      -11.71549978,      -11.63548722,      -11.69810522,      -8.559609794
          0,           0,        1042,      -13.92095291,      -11.66389712,      -11.50176276,        -11.636211,       -8.49799449
          0,           0,        1043,      -13.71845224,       -11.4852117,      -11.31114825,      -11.58435422,      -8.262991799
          0,           0,        1044,      -13.79650582,       -11.5112476,      -11.47530106,      -11.64423315,      -8.326886195
          0,           0,        1045,      -13.84821365,      -11.52855112,      -11.57760249,      -11.64827276,      -8.353767408
          0,           0,        1046,      -13.69542461,      -11.39234078,      -11.46222405,      -11.57318447,      -8.219006949
          0,           0,        1047,      -13.59678799,      -11.28178598,      -11.44179359,      -11.55942707,      -8.103047146
          0,           0,        1048,      -13.56837775,      -11.18634822,      -11.47988246,      -11.62038677,      -8.055392113
          0,           0,        1049,      -13.47301758,      -11.06766629,      -11.53339988,      -11.55764609,      -7.955678251
          0,           0,        1050,      -13.35417282,      -10.94604498,      -11.42125756,      -11.41661494,      -7.833640843
          0,           0,        1051,      -13.24538148,      -10.82763236,      -11.41838608,      -11.35793339,      -7.722744241
          0,           0,        1052,       -13.2038934,      -10.83888904,      -11.38498877,       -11.3394997,      -7.689253991
          0,           0,        1053,      -13.21121545,       -10.9117541,      -11.31445811,      -11.32600742,      -7.721878264
          0,           0,        1054,      -13.23320918,       -10.9539714,      -11.24777835,      -11.26735061,      -7.778319995
          0,           0,        1055,      -13.30090591,      -11.10410193,      -11.23930614,      -11.40089166,      -7.874891865
          0,           0,        1056,      -13.41977132,        -11.251522,       -11.5419872,      -11.58165302,       -8.01901493
          0,           0,        1057,      -13.50117557,      -11.31545382,      -11.39683992,      -11.55144073,      -8.105411023
          0,           0,        1058,       -13.5660092,      -11.33442855,      -11.40652618,      -11.57950592,      -8.161961928
          0,           0,        1059,      -13.60261562,      -11.46363826,      -11.19806019,      -11.48324841,      -8.175775136
          0,           0,        1060,      -13.57858562,      -11.41410687,      -11.28457322,      -11.54067658,      -8.141540439
          0,           0,        1061,      -13.70805413,      -11.54762973,      -11.44009807,      -11.62986942,       -8.27470815
          0,           0,        1062,      -13.56567032,      -11.43591514,      -11.11986188,      -11.38326916,      -8.112863945
          0,           0,        1063,      -13.70088069,      -11.49077671,      -11.38862191,      -11.58135666,      -8.247893794
          0,           0,        1064,      -13.75126836,      -11.43007791,      -11.47442053,      -11.60160255,      -8.300237686
          0,           0,        1065,      -13.87211404,      -11.55499101,      -11.58306508,      -11.65502173,      -8.419809905
          0,           0,        1066,      -13.88504935,       -11.6267186,      -11.60715845,      -11.67049087,       -8.45257848
          0,           0,        1067,      -13.90461926,      -11.59292692,      -11.68305007,      -11.65307968,      -8.483218435
          0,           0,        1068,      -13.93618624,      -11.63548813,      -11.55721634,      -11.69063314,      -8.511955043
          0,           0,        1069,      -13.75047733,      -11.43827833,      -11.42266101,      -11.62301116,      -8.301303525
          0,           0,        1070,      -13.67616229,      -11.45724919,      -11.35107145,      -11.50978976,      -8.226103432
          0,           0,        1071,      -13.73726047,      -11.43048904,      -11.47516539,      -11.50806746,      -8.285097886
          0,           0,        1072,      -13.91032979,      -11.53451404,      -11.56050694,      -11.61183446,      -8.459702756
          0,           0,        1073,      -13.90962057,      -11.62928884,      -11.52112514,      -11.68544257,      -8.476326067
          0,           0,        1074,      -13.98015662,      -11.70514714,      -11.60640502,      -11.68099027,      -8.547027017
          0,           0,        1075,      -13.74407474,      -11.48553708,      -11.26443396,      -11.44494317,      -8.299652766
          0,           0,        1076,      -13.71461285,      -11.34724464,      -11.56706552,      -11.66294956,      -8.291193236
          0,           0,        1077,      -13.75969608,      -11.52944783,      -11.27891501,      -11.57102342,      -8.320526562
          0,           0,        1078,      -13.67633832,      -11.52806617,      -11.33276348,      -11.60969709,      -8.239022985
          0,           0,        1079,      -13.82806132,      -11.57206575,      -11.61509946,      -11.65223897,      -8.412517957
          0,           0,        1080,      -13.87088505,      -11.64187074,      -11.50418321,      -11.70858954,       -8.43210763
          0,           0,        1081,      -13.80578984,       -11.5442258,      -11.59817663,      -11.71755946,      -8.369715494
          0,           0,        1082,      -13.80921318,      -11.51342772,      -11.57400012,      -11.64130936,      -8.380352863
          0,           0,        1083,      -13.81305614,      -11.51229558,      -11.40031372,      -11.65080754,      -8.377826557
          0,           0,        1084,      -13.87892424,      -11.63398132,      -11.46638585,      -11.68853295,      -8.444837422
          0,           0,        1085,      -13.87091554,      -11.60574535,      -11.45843793,      -11.55618891,      -8.427751251
          0,           0,        1086,      -13.80120459,      -11.56905013,      -11.42855724,      -11.51471962,      -8.348193695
          0,           0,        1087,      -13.79262854,      -11.64894542,      -11.34585822,      -11.58912076,      -8.339415397
          0,           0,        1088,      -13.93097153,      -11.68084733,      -11.52449343,      -11.66899406,      -8.483576309
          0,           0,        1089,       -13.8888167,      -11.60471453,      -11.42302868,       -11.5953526,      -8.443724028
          0,           0,        1090,      -13.94669379,      -11.75681281,      -11.41722966,      -11.68497429,      -8.517818358
          0,           0,        1091,      -13.84503315,      -11.55697428,       -11.4410069,      -11.68202366,       -8.39345978
          0,           0,        1092,      -13.85658329,      -11.56504204,      -11.62524276,      -11.55335046,      -8.420115187
          0,           0,        1093,      -13.86148318,      -11.50066856,      -11.70146531,      -11.63867579,      -8.432041072
          0,           0,        1094,      -13.86162179,      -11.60498354,      -11.39079809,      -11.67524661,      -8.418296623
          0,           0,        1095,      -13.82545154,      -11.42459017,      -11.42554228,      -11.53267195,      -8.391403413
          0,           0,        1096,      -13.64166822,      -11.38251509,      -11.15172282,      -11.43725087,      -8.185993711
          0,           0,        1097,      -13.80383993,      -11.50746368,      -11.41347744,      -11.67188785,       -8.35009967
          0,           0,        1098,      -13.69414853,      -11.62466366,      -11.23114877,      -11.43043624,      -8.239952489
          0,           0,        1099,      -13.64432866,      -11.36061179,       -11.2503283,      -11.50244452,      -8.199872401
          0,           0,        1100,      -13.86447211,      -11.54451995,      -11.46605969,      -11.60054954,      -8.421481611
          0,           0,        1101,      -13.89605042,      -11.59315459,      -11.52648148,      -11.65257116,      -8.444078068
          0,           0,        1102,      -13.86099382,      -11.49814505,      -11.60935707,      -11.51020445,      -8.430485475
          0,           0,        1103,      -13.74113956,      -11.51020066,      -11.34814831,      -11.51635594,      -8.283708877
          0,           0,        1104,      -13.81363219,      -11.51169878,      -11.45024616,       -11.5386439,      -8.386412874
          0,           0,        1105,      -13.78955492,      -11.52085751,      -11.30819462,      -11.57010556,        -8.3432423
          0,           0,        1106,      -13.91415623,      -11.68651436,      -11.60487871,      -11.69962002,      -8.494994601
          0,           0,        1107,      -13.94951321,      -11.57865905,      -11.81579723,      -11.82082885,      -8.513464794
          0,           0,        1108,      -13.99545964,      -11.73421992,      -11.61283248,      -11.77877523,      -8.555491668
          0,           0,        1109,      -13.84691952,      -11.52868122,      -11.50534979,       -11.6848155,      -8.402770549
          0,           0,        1110,      -13.71742025,      -11.51140139,      -11.21520224,      -11.49367111,      -8.273826718
          0,           0,        1111,      -13.89339787,      -11.69629404,      -11.55166854,      -11.72237914,      -8.456003752
          0,           0,        1112,      -13.77212322,      -11.54855271,      -11.34421613,      -11.57083219,      -8.321311937
          0,           0,        1113,      -13.84187531,      -11.67227911,      -11.58409269,      -11.71868367,      -8.413433486
          0,           0,        1114,      -13.77962276,      -11.40791331,      -11.64243485,      -11.69090071,      -8.353420667
          0,           0,        1115,      -13.88023012,      -11.57468765,      -11.57459046,      -11.80898846,      -8.461159131
          0,           0,        1116,      -13.73055867,      -11.56085171,      -11.30827482,      -11.57414666,      -8.286018402
          0,           0,        1117,      -13.73084655,      -11.45966404,      -11.43673904,      -11.62744256,      -8.279012929
          0,           0,        1118,      -13.71400163,      -11.45096356,      -11.39697295,      -11.50267868,      -8.265915688
          0,           0,        1119,      -13.76762017,      -11.38068426,      -11.64166565,      -11.71821151,      -8.342440765
          0,           0,        1120,      -13.74913809,      -11.49251924,      -11.42508159,      -11.56545789,      -8.298262597
          0,           0,        1121,      -13.79879284,      -11.57361296,      -11.35099125,      -11.60379482,      -8.350396605
          0,           0,        1122,      -13.74625281,      -11.40417062,      -11.55794087,      -11.68660538,       -8.28960359
          0,           0,        1123,      -13.86208381,      -11.52674953,      -11.53716456,       -11.7712163,      -8.456362749
          0,           0,        1124,      -13.61835129,        -11.265569,      -11.29712579,      -11.47797327,      -8.180682148
          0,           0,        1125,      -13.72688272,      -11.37122863,      -11.41007661,      -11.53995112,      -8.279160205
          0,           0,        1126,      -13.81939239,      -11.52610215,      -11.47980419,      -11.53432902,      -8.403356466
          0,           0,        1127,        -13.940981,      -11.58910249,      -11.52059811,      -11.71248783,      -8.498839853
          0,           0,        1128,       -13.8867059,      -11.59978271,      -11.61344367,      -11.64481754,      -8.448750656
          0,           0,        1129,      -13.80033912,      -11.53167724,      -11.48504762,      -11.55794378,        -8.3533437
          0,           0,        1130,      -13.71249287,      -11.56700921,      -11.33863409,      -11.56634697,      -8.263288672
          0,           0,        1131,      -13.82258051,       -11.6335692,      -11.63032861,       -11.6206562,      -8.412429901
          0,           0,        1132,      -13.81175011,      -11.52251212,      -11.53554912,      -11.60992101,      -8.377446547
          0,           0,        1133,      -13.64389901,      -11.34703539,       -11.2128844,      -11.38603051,       -8.19440523
          0,           0,        1134,      -13.59176117,      -11.28845734,      -11.24101075,      -11.45565798,      -8.149114763
          0,           0,        1135,      -13.83142191,      -11.35722128,      -11.44692676,      -11.50587227,      -8.392635443
          0,           0,        1136,      -13.61946463,      -11.34672799,      -11.21030406,      -11.45649924,      -8.174003617
          0,           0,        1137,      -13.76164031,       -11.4276201,       -11.2692472,      -11.55058489,      -8.315244252
          0,           0,        1138,      -13.83616363,       -11.4878981,      -11.62257821,      -11.66077657,      -8.405135479
          0,           0,        1139,       -13.7083524,      -11.39825651,      -11.30456136,      -11.55356347,      -8.271256681
          0,           0,        1140,      -13.91735815,      -11.51525221,      -11.63967641,      -11.69954539,      -8.485450709
          0,           0,        1141,      -13.75731488,      -11.50476014,      -11.30052417,      -11.54687013,      -8.313541019
          0,           0,        1142,      -13.81796103,       -11.5353638,      -11.46968744,      -11.61044729,      -8.371943434
          0,           0,        1143,      -13.74634279,      -11.39593843,      -11.34803371,      -11.64073995,      -8.294777309
          0,           0,        1144,      -13.77997461,       -11.5197036,      -11.38329213,      -11.54119706,      -8.315549864
          0,           0,        1145,      -13.92222777,      -11.57422864,      -11.59385416,      -11.57561943,      -8.484814587
          0,           0,        1146,      -13.83128511,      -11.68040148,      -11.32910837,      -11.56446619,      -8.380778258
          0,           0,        1147,      -13.79619643,      -11.68701706,      -11.32485019,      -11.47658605,      -8.356448577
          0,           0,        1148,      -13.96200988,      -11.73603453,       -11.6042858,      -11.75993495,      -8.551009054
          0,           0,        1149,      -13.77321757,      -11.43573406,      -11.53452619,      -11.56012544,      -8.322420049
          0,           0,        1150,      -13.75210868,      -11.42943492,      -11.40300508,      -11.45591028,      -8.303633969
          0,           0,        1151,      -13.86137374,      -11.52244528,      -11.64049924,      -11.70277434,      -8.427699952
          0,           0,        1152,       -13.8487711,      -11.57688894,      -11.67196368,      -11.58391179,       -8.40598456
          0,           0,        1153,      -13.90441013,      -11.65086081,      -11.79162617,      -11.65187252,      -8.491884783
          0,           0,        1154,      -13.74653437,      -11.50743527,      -11.30382007,      -11.46013786,      -8.290084811
          0,           0,        1155,      -13.75929474,      -11.51394123,      -11.32908165,      -11.52745484,      -8.313053566
          0,           0,        1156,      -13.89555943,      -11.58285533,      -11.59282222,      -11.57343958,      -8.447325262
          0,           0,        1157,      -13.72970511,      -11.48200981,      -11.35152161,      -11.59294307,      -8.277257646
          0,           0,        1158,      -13.89108878,      -11.64948375,      -11.61086351,      -11.75058367,       -8.46535641
          0,           0,        1159,      -13.93823109,       -11.5704922,       -11.6239519,      -11.68144707,      -8.504882479
          0,           0,        1160,      -13.72653214,      -11.36305373,       -11.5532888,      -11.65440112,      -8.294206284
          0,           0,        1161,      -13.96450128,      -11.44045858,      -11.64924527,      -11.70634576,      -8.508126018
          0,           0,        1162,      -13.85473142,      -11.56609989,      -11.53101325,      -11.72256493,      -8.400531482
          0,           0,        1163,      -13.75171839,      -11.66771062,      -11.26630095,      -11.48983401,      -8.300246882
          0,           0,        1164,      -13.71238132,      -11.45921937,      -11.25876124,      -11.49778465,      -8.262228927
          0,           0,        1165,      -13.71887146,      -11.38590261,      -11.52675478,       -11.5482734,      -8.284388866
          0,           0,        1166,      -13.75365935,      -11.59622242,      -11.36226526,       -11.5128985,      -8.305130551
          0,           0,        1167,      -13.65836829,      -11.36195903,      -11.26522777,      -11.47866402,      -8.202220436
          0,           0,        1168,      -13.81468791,       -11.6185309,      -11.44845656,      -11.59732802,      -8.375041481
          0,           0,        1169,      -13.85660886,      -11.55993167,      -11.48440059,      -11.77602679,      -8.409218571
          0,           0,        1170,      -13.73770396,      -11.44087428,      -11.34344856,      -11.60093189,      -8.279928315
          0,           0,        1171,      -13.57500319,       -11.4069236,      -11.11733602,      -11.41379921,      -8.127734877
          0,           0,        1172,       -13.4439624,      -11.30004204,      -11.00648628,      -11.26699287,      -7.986981872
          0,           0,        1173,      -13.69139474,      -11.40996459,      -11.23396989,      -11.48905968,      -8.246265752
          0,           0,        1174,      -13.73599272,      -11.33701505,      -11.42692178,      -11.55456512,      -8.294240937
          0,           0,        1175,      -13.83372371,      -11.56708423,      -11.30895803,      -11.51181045,      -8.389462443
          0,           0,        1176,      -13.80210993,      -11.58828536,      -11.50396521,      -11.74327601,      -8.354336553
          0,           0,        1177,      -13.73104524,      -11.46521518,      -11.30616761,      -11.46654274,      -8.280692158
          0,           0,        1178,      -13.78359442,      -11.52987096,      -11.33433619,       -11.5435698,      -8.332287795
          0,           0,        1179,      -13.62747929,      -11.33699339,      -11.23956727,       -11.5095753,      -8.170623686
          0,           0,        1180,      -13.90140565,      -11.71126142,      -11.58065801,      -11.79525942,      -8.473155415
          0,           0,        1181,      -13.94950815,      -11.57357032,      -11.64043016,       -11.7349842,      -8.500683816
          0,           0,        1182,      -13.76783834,      -11.54492506,      -11.39269431,       -11.5951557,      -8.321713099
          0,           0,        1183,      -13.71771813,      -11.41863315,      -11.21080455,      -11.45324554,      -8.257703341
          0,           0,        1184,      -13.85463011,      -11.53840006,       -11.5030771,      -11.65923493,      -8.394586669
          0,           0,        1185,      -13.78391524,      -11.52118722,      -11.40493655,      -11.63170375,      -8.325108804
          0,           0,        1186,      -13.87203372,      -11.52868567,      -11.66719725,      -11.67367097,      -8.428844899
          0,           0,        1187,      -13.91405001,      -11.54537507,      -11.70418565,       -11.6646769,      -8.471008216
          0,           0,        1188,      -13.94331298,      -11.75776087,       -11.5113256,      -11.57525659,      -8.500703138
          0,           0,        1189,      -13.82045866,      -11.54769313,      -11.42815035,      -11.69055442,       -8.38456613
          0,           0,        1190,       -13.8886303,      -11.57317908,      -11.61911307,      -11.79165368,      -8.439179559
          0,           0,        1191,      -13.82633909,      -11.64438764,      -11.52851196,      -11.46764307,      -8.373564494
          0,           0,        1192,      -13.87805419,      -11.52187563,       -11.6046311,      -11.61677598,      -8.460239444
          0,           0,        1193,      -13.69268051,       -11.3754781,      -11.25137248,      -11.52485288,      -8.240433189
          0,           0,        1194,      -13.73996214,      -11.56599932,      -11.38495442,      -11.54961065,      -8.286463278
          0,           0,        1195,      -13.63244616,      -11.49458663,      -11.20727706,      -11.53272523,      -8.175250814
          0,           0,        1196,      -13.66345173,      -11.34656809,      -11.33914596,      -11.63617442,      -8.204350632
          0,           0,        1197,      -13.76786849,      -11.55555469,      -11.37937208,      -11.58614363,      -8.313833239
          0,           0,        1198,      -13.71149419,      -11.44474949,      -11.33111738,      -11.49694012,        -8.2531421
          0,           0,        1199,      -13.74193795,      -11.54056021,      -11.33493492,      -11.61583313,      -8.291832759
          0,           0,        1200,      -13.79135169,      -11.54887898,      -11.37179158,      -11.71081853,      -8.339832892
          0,           0,        1201,      -13.72911995,      -11.43971625,      -11.25031175,        -11.476103,      -8.272619627
          0,           0,        1202,      -13.68790361,      -11.42709177,      -11.29311243,      -11.51375156,       -8.23609972
          0,           0,        1203,       -13.8954559,      -11.59915143,      -11.43547401,      -11.62709631,      -8.440453622
          0,           0,        1204,      -13.90934143,      -11.59322156,      -11.47055308,      -11.67675052,      -8.470216455
          0,           0,        1205,       -13.7255588,      -11.49248805,      -11.34867141,      -11.56660025,      -8.270272431
          0,           0,        1206,      -13.82066833,      -11.50277883,      -11.44317343,       -11.6574528,      -8.367741208
          0,           0,        1207,      -13.90884855,      -11.64795496,      -11.40634807,       -11.5278511,      -8.451495317
          0,           0,        1208,      -13.76967726,      -11.45693335,      -11.39899079,      -11.61866564,       -8.31033084
          0,           0,        1209,       -13.6956519,      -11.48368808,      -11.40586114,      -11.54832236,      -8.230208567
          0,           0,        1210,       -13.6546985,      -11.41152468,      -11.28510334,      -11.46076722,      -8.195784669
          0,           0,        1211,      -13.64395878,      -11.35751576,        -11.328812,       -11.5141001,      -8.197325781
          0,           0,        1212,      -13.74714176,      -11.61408661,      -11.27808665,      -11.55275936,       -8.29606048
          0,           0,        1213,       -13.7228574,      -11.42569303,      -11.40702619,      -11.65532747,      -8.286982271
          0,           0,        1214,      -13.80268214,      -11.47001026,      -11.55393471,      -11.73704644,      -8.368781861
          0,           0,        1215,      -13.78130131,      -11.47165893,      -11.37212908,      -11.59491381,      -8.322206496
          0,           0,        1216,      -13.76084405,      -11.70935497,       -11.4271786,      -11.67797914,      -8.308522191
          0,           0,        1217,       -13.8369204,      -11.67612178,      -11.27987299,       -11.5265661,      -8.382562366
          0,           0,        1218,      -13.83615569,      -11.67302215,      -11.42772982,      -11.58524561,       -8.38841205
          0,           0,        1219,       -13.9275442,      -11.54426748,      -11.72274871,      -11.69193465,      -8.501016153
          0,           0,        1220,       -13.7896697,      -11.53118553,      -11.28842541,      -11.48827883,      -8.340217387
          0,           0,        1221,      -13.76385503,      -11.57501542,      -11.38222555,      -11.63822218,      -8.318289167
          0,           0,        1222,      -13.97226344,      -11.78018414,      -11.58998605,      -11.71780909,      -8.551148506
          0,           0,        1223,      -13.77911567,      -11.50218332,      -11.32285413,       -11.5627921,      -8.344277279
          0,           0,        1224,      -13.71328192,        -11.385273,      -11.51672583,      -11.50173186,      -8.290761327
          0,           0,        1225,      -13.69122862,      -11.47136598,      -11.25116916,      -11.40828932,      -8.264146488
          0,           0,        1226,      -13.73067936,      -11.29148692,      -11.45914128,      -11.56200258,      -8.298077384
          0,           0,        1227,       -13.7648512,       -11.4358569,      -11.65608466,      -11.56406217,      -8.332986265
          0,           0,        1228,      -13.79969172,       -11.5567752,      -11.44244795,       -11.5300073,      -8.365472947
          0,           0,        1229,       -13.7736795,      -11.45921976,      -11.37448701,      -11.49903935,      -8.336300007
          0,           0,        1230,      -13.80091191,      -11.37119281,      -11.61472253,       -11.6749613,      -8.380538136
          0,           0,        1231,      -13.88846871,      -11.39514155,      -11.62944415,      -11.66768815,      -8.452824173
          0,           0,        1232,      -13.65771183,      -11.31563882,      -11.43710819,      -11.47387251,      -8.210228423
          0,           0,        1233,       -13.6821121,      -11.38497067,       -11.2813669,      -11.56292315,      -8.231430778
          0,           0,        1234,      -13.75636978,      -11.45870233,      -11.45291619,      -11.61835885,      -8.310319395
          0,           0,        1235,       -13.7201455,      -11.38218052,      -11.39245178,      -11.57958883,      -8.272975917
          0,           0,        1236,      -13.77196142,      -11.61895829,      -11.35089056,      -11.64449056,      -8.324042564
          0,           0,        1237,      -13.81288318,      -11.41462248,      -11.43071014,      -11.62393444,      -8.376827829
          0,           0,        1238,      -13.75000389,      -11.44637125,       -11.3814896,      -11.59206956,      -8.309991049
          0,           0,        1239,      -13.85772271,      -11.54966791,      -11.52677749,      -11.55298431,      -8.417945162
          0,           0,        1240,      -13.81143331,      -11.49206467,      -11.56142869,      -11.46731434,      -8.355942908
          0,           0,        1241,      -13.64756312,       -11.2843579,      -11.26876352,      -11.51081792,      -8.195858414
          0,           0,        1242,      -13.79886112,      -11.53654983,      -11.41370735,      -11.55898064,      -8.364812837
          0,           0,        1243,      -13.82368315,      -11.42590868,      -11.50253347,      -11.48570329,      -8.382989182
          0,           0,        1244,       -13.5960445,      -11.41698421,      -11.18039674,      -11.35712733,      -8.155852847
          0,           0,        1245,      -13.68215477,      -11.37555296,      -11.23791751,      -11.49531723,      -8.234094124
          0,           0,        1246,      -13.78479797,      -11.40062834,      -11.27995494,      -11.50481615,      -8.333685624
          0,           0,        1247,       -13.9191414,      -11.62767842,      -11.28792371,      -11.46934404,      -8.478361548
          0,           0,        1248,      -13.83204801,      -11.57367746,      -11.41887192,      -11.60560584,      -8.383018447
          0,           0,        1249,      -13.86316479,      -11.58499342,      -11.52026488,       -11.6383082,      -8.413296149
          0,           0,        1250,      -13.62641707,      -11.49063291,      -11.12111202,      -11.37163585,      -8.175453187
          0,           0,        1251,       -13.5668174,      -11.47421716,      -11.15950545,      -11.41432671,      -8.111649947
          0,           0,        1252,      -13.78272944,      -11.50100125,      -11.52518339,      -11.65058614,      -8.332510124
          0,           0,        1253,       -13.8669088,      -11.59625313,      -11.45442748,       -11.5632658,      -8.413358324
          0,           0,        1254,      -13.82072011,       -11.5796953,      -11.60951109,      -11.72084867,      -8.374290402
          0,           0,        1255,      -13.84952394,      -11.52636214,      -11.57246473,        -11.536073,      -8.391691587
          0,           0,        1256,      -13.85722979,      -11.52677529,      -11.78373409,      -11.72737364,      -8.422438061
          0,           0,        1257,      -13.83682534,      -11.58021249,      -11.50443513,      -11.51869619,      -8.386588202
          0,           0,        1258,      -13.81165524,      -11.63510263,      -11.27584378,      -11.53722832,        -8.3560594
          0,           0,        1259,      -13.87008582,      -11.74831481,      -11.57952959,      -11.62095039,       -8.43114372
          0,           0,        1260,      -13.86723025,      -11.61789094,      -11.66788972,      -11.76920573,      -8.428506726
          0,           0,        1261,      -13.76738187,      -11.56792275,      -11.33190296,      -11.45121345,      -8.320789461
          0,           0,        1262,      -13.81831354,      -11.57440035,      -11.48374741,      -11.64132171,      -8.387456574
          0,           0,        1263,      -13.68455795,      -11.31939394,      -11.28402066,      -11.41133181,      -8.253511706
          0,           0,        1264,      -13.87387825,        -11.589436,      -11.49727397,       -11.6808731,      -8.452570138
          0,           0,        1265,      -13.83218387,      -11.46434744,      -11.60553657,      -11.68474877,       -8.41598976
          0,           0,        1266,      -13.80449043,      -11.31435757,      -11.68579789,      -11.65894083,      -8.348702991
          0,           0,        1267,      -13.87947107,      -11.69400214,      -11.71162774,      -11.71828469,       -8.42843531
          0,           0,        1268,      -13.84879087,      -11.48841278,      -11.67948965,      -11.71269119,      -8.425768698
          0,           0,        1269,      -13.74519863,      -11.63103248,       -11.3267017,       -11.5153281,      -8.315062889
          0,           0,        1270,       -13.5671935,       -11.3252816,      -11.13302605,      -11.38008421,      -8.115929255
          0,           0,        1271,      -13.58754898,       -11.4430174,      -11.08088512,      -11.32327599,      -8.128586094
          0,           0,        1272,       -13.6507547,      -11.49913926,      -11.32845413,      -11.52181584,      -8.198427323
          0,           0,        1273,       -13.7577807,      -11.65580267,      -11.35647055,      -11.48304016,      -8.310620984
          0,           0,        1274,      -13.79759268,       -11.5595296,      -11.40566105,      -11.53359007,      -8.363931894
          0,           0,        1275,      -13.58736204,      -11.20445972,      -11.35835856,      -11.55516926,      -8.144420211
          0,           0,        1276,       -13.8560977,       -11.4731671,      -11.45337361,      -11.68470216,      -8.405905033
          0,           0,        1277,      -13.79052927,       -11.4517001,      -11.55153567,      -11.61872847,      -8.367662521
          0,           0,        1278,      -13.71496427,      -11.25109052,      -11.36558633,      -11.51700741,      -8.276982069
          0,           0,        1279,      -13.83151306,      -11.45021429,      -11.56622461,      -11.57637184,      -8.370186494
          0,           0,        1280,      -13.64659296,      -11.29910509,      -11.24533833,      -11.46710316,      -8.207660331
          0,           0,        1281,      -13.73046628,       -11.5077579,      -11.24129491,      -11.47260726,      -8.275708997
          0,           0,        1282,      -13.81681528,          -11.5035,      -11.51370526,      -11.59718058,      -8.376009139
          0,           0,        1283,      -13.71881915,       -11.4758518,      -11.37602173,       -11.5167485,      -8.284856477
          0,           0,        1284,      -13.71003797,      -11.33570096,      -11.32938375,      -11.46820503,      -8.263001011
          0,           0,        1285,      -13.92789143,      -11.59899358,      -11.58640271,      -11.68184788,      -8.481665895
          0,           0,        1286,      -13.84500421,      -11.51396298,      -11.60254649,      -11.60592114,       -8.39703379
          0,           0,        1287,      -13.89603546,      -11.69919816,      -11.55891144,       -11.6042308,      -8.475656325
          0,           0,        1288,      -13.95379041,      -11.57733597,      -11.76151102,      -11.69436595,      -8.510289589
          0,           0,        1289,      -13.70828706,      -11.48532589,      -11.26453844,      -11.54508624,       -8.26579617
          0,           0,        1290,      -13.51649065,      -11.43991054,      -11.07059283,      -11.39800728,      -8.064331318
          0,           0,        1291,      -13.72690027,      -11.49401672,      -11.34769181,      -11.60406837,      -8.272606088
          0,           0,        1292,      -13.77147525,       -11.4974611,       -11.3571016,      -11.64981737,      -8.324249392
          0,           0,        1293,      -13.76718585,       -11.5802625,      -11.34791577,      -11.64827644,      -8.303069935
          0,           0,        1294,       -13.7311834,      -11.57068415,      -11.35518805,      -11.57162008,      -8.268060041
          0,           0,        1295,       -13.7025867,      -11.37921449,      -11.25770898,      -11.55463866,      -8.243359791
          0,           0,        1296,      -13.75434721,      -11.29435534,       -11.5942319,      -11.62139144,      -8.269401228
          0,           0,        1297,      -13.66670649,      -11.27854922,      -11.56164637,      -11.62051868,      -8.160202682
          0,           0,        1298,      -13.58373691,      -11.18872699,      -11.64620397,      -11.64793171,      -8.064843647
          0,           0,        1299,      -13.45614524,      -11.05871374,      -11.43064592,      -11.53759648,      -7.935846076
